10cc/Dreadlock Holiday.2.mid	4 100
The Clash/London's Burning.mid	4 87
The Clash/Should I Stay or Should I Go.1.mid	4 83
The Corrs/Closer.1.mid	6 74
The Corrs/Closer.1.mid	5 71
The Corrs/Closer.mid	6 54
The Corrs/Closer.mid	5 71
The Cranberries/Animal Instinct.mid	3 90
The Cranberries/Dreams.2.mid	11 62
The Cranberries/Dreams.2.mid	12 83
The Cranberries/Linger.1.mid	6 88
The Cranberries/Linger.1.mid	6 88
The Cranberries/Linger.2.mid	5 94
The Cranberries/Linger.2.mid	6 90
The Cranberries/Linger.3.mid	6 82
The Cranberries/Linger.3.mid	6 83
The Cranberries/Linger.4.mid	5 65
The Cranberries/Linger.4.mid	6 73
The Cranberries/Linger.mid	5 65
The Cranberries/Linger.mid	6 73
The Cranberries/Ode to My Family.1.mid	15 41
The Cranberries/Ode to My Family.1.mid	16 73
The Cranberries/Promises.mid	7 30
The Cranberries/Twenty One.1.mid	8 65
The Cranberries/Twenty One.2.mid	8 65
The Cyrkle/Red Rubber Ball.1.mid	6 20
The Dave Clark Five/Any Way You Want It.mid	1 57
The Doobie Brothers/China Grove.2.mid	1 65
The Doobie Brothers/China Grove.mid	4 64
The Doobie Brothers/Listen to the Music.1.mid	1 80
The Doobie Brothers/Listen to the Music.3.mid	1 80
The Doobie Brothers/Long Train Running.mid	4 66
The Doobie Brothers/Need a Little Taste of Love.mid	4 62
The Doobie Brothers/What A Fool Believes.2.mid	1 57
The Doors/Riders on the Storm.2.mid	2 53
The Doors/Riders on the Storm.4.mid	2 91
The Doors/Riders on the Storm.4.mid	2 91
The Doors/Riders on the Storm.6.mid	2 88
The Doors/Riders on the Storm.6.mid	2 88
The Doors/Riders on the Storm.mid	2 88
The Doors/Riders on the Storm.mid	2 88
The Doors/The Unknown Soldier.mid	2 88
The Doors/The Unknown Soldier.mid	2 88
The Drifters/Save The Last Dance For Me.mid	4 5
The Drifters/Under The Boardwalk.mid	2 0
The Easybeats/Friday On My Mind.2.mid	4 29
The Easybeats/Friday On My Mind.mid	2 33
The Everly Brothers/All I Have to Do Is Dream.2.mid	1 24
The Everly Brothers/All I Have to Do Is Dream.mid	4 82
The Everly Brothers/Bird Dog.mid	1 24
The Everly Brothers/Bye Bye Love.2.mid	4 35
The Everly Brothers/Bye Bye Love.mid	3 66
The Everly Brothers/Cathy's Clown.1.mid	5 26
The Everly Brothers/On the Wings of a Nightingale.mid	1 26
The Everly Brothers/That'll Be the Day.mid	1 24
The Everly Brothers/Wake Up Little Susie.mid	4 25
The Fabulous Thunderbirds/Wrap It Up.mid	4 80
The Five Stairsteps/O o h Child.mid	7 66
The Four Aces/The Gang That Sang _Heart of My Heart_.mid	4 71
The Four Preps/26 Miles (Santa Catalina).mid	4 73
The Four Preps/26 Miles (Santa Catalina).mid	4 73
The Four Seasons/Big Girls Don't Cry.mid	1 24
The Four Seasons/Dawn (Go Away).1.mid	4 53
The Four Seasons/Dawn (Go Away).1.mid	5 62
The Four Seasons/Dawn (Go Away).1.mid	6 103
The Four Seasons/Dawn (Go Away).mid	4 53
The Four Seasons/Dawn (Go Away).mid	5 62
The Four Seasons/Dawn (Go Away).mid	6 103
The Four Seasons/December '63 (Oh What a Night).5.mid	4 54
The Four Seasons/I've Got You Under My Skin.mid	4 75
The Four Seasons/Rag Doll.1.mid	1 68
The Four Seasons/Will You Still Love Me (Tomorrow).mid	4 68
The Grass Roots/Sooner or Later.mid	4 26
The Happenings/See You In September.mid	1 66
The Hollies/Carrie Ann.mid	4 82
The Hollies/Dear Eloise.1.mid	4 82
The Hollies/Jennifer Eccles.mid	4 0
The Hollies/King Midas in Reverse.1.mid	4 0
The Hollies/Long Cool Woman (In a Black Dress).mid	4 82
The Hollies/On a Carousel.mid	4 73
The Hollies/Pay You Back With Interest.mid	4 24
The Hollies/Stop, Stop, Stop.mid	4 26
The Hollies/The Air That I Breathe.1.mid	4 1
The Human League/Tell Me When.mid	4 17
The KLF/Justified and Ancient.mid	1 56
The Kelly Family/First Time.mid	4 75
The Kelly Family/Roses of Red.1.mid	4 75
The Kinks/Chirpy Chirpy Cheep Cheep.3.mid	1 16
The Kinks/Chirpy Chirpy Cheep Cheep.mid	4 26
The Left Banke/Walk Away Renee.mid	2 54
The Left Banke/Walk Away Renee.mid	3 65
The Lovin' Spoonful/Daydream.1.mid	1 77
The Mamas & The Papas/Dream A Little Dream Of Me.mid	1 53
The Manhattan Transfer/Chanson D'Amour.1.mid	4 65
The Manhattan Transfer/Chanson D'Amour.mid	2 33
The Manhattan Transfer/Twilight Zone   Twilight Tone.mid	4 7
The Marshall Tucker Band/Heard It in a Love Song.mid	6 26
The Mavericks/I Should Have Been True.mid	4 68
The Mavericks/I Should Have Been True.mid	8 25
The Mavericks/I Should Have Been True.mid	11 68
The McGuire Sisters/Goodnight My Love.mid	4 58
The Monkees/(I'm Not Your) Steppin' Stone.mid	8 60
The Monkees/Day Dream Believer.mid	9 71
The Monkees/Daydream Believer.4.mid	7 22
The Monkees/I'm A Believer.mid	5 1
The Monkees/Pleasant Valley Sunday.mid	4 71
The Moody Blues/Gemini Dream.mid	1 29
The Moody Blues/The Night_ Nights in White Satin.1.mid	4 56
The Moody Blues/The Night_ Nights in White Satin.mid	4 68
The Moody Blues/The Story in Your Eyes.mid	11 70
The Moody Blues/The Story in Your Eyes.mid	15 91
The Moody Blues/The Story in Your Eyes.mid	16 81
The Offspring/All I Want.mid	3 21
The Offspring/Self Esteem.1.mid	4 29
The Outfield/Closer to Me.mid	4 62
The Outhere Brothers/Boom Boom Boom.mid	4 24
The Outhere Brothers/Don't Stop (Wiggle Wiggle).mid	4 65
The Partridge Family/I Think I Love You.mid	1 54
The Partridge Family/I Think I Love You.mid	2 57
The Platters/Great Pretender.1.mid	7 4
The Platters/Great Pretender.2.mid	7 4
The Platters/Great Pretender.3.mid	1 84
The Platters/Great Pretender.4.mid	1 65
The Platters/Great Pretender.mid	1 84
The Platters/Only You.1.mid	1 84
The Platters/Only You.3.mid	3 56
The Platters/Only You.6.mid	1 66
The Platters/Smoke Gets in Your Eyes.1.mid	4 75
The Platters/Smoke Gets in Your Eyes.mid	11 26
The Platters/The Platters Mix_ Smoke Gets in Your Eyes   The Great Pretender   Twilight Time   Harbour Lights   Only You.mid	11 26
The Platters/Under the Boardwalk.mid	2 54
The Platters/Under the Boardwalk.mid	4 
The Pointer Sisters/I'm So Excited.mid	4 63
The Pointer Sisters/Yes We Can Can.mid	4 63
The Police/Can't Stand Losing You.1.mid	4 35
The Police/De Do Do Do De Da Da Da.3.mid	4 82
The Police/Don't Stand So Close.1.mid	4 82
The Police/Don't Stand So Close.mid	4 29
The Police/Every Breath You Take.1.mid	4 73
The Police/Every Little Thing She Does Is Magic.2.mid	4 63
The Police/King of Pain.1.mid	4 75
The Police/Message in a Bottle.2.mid	4 73
The Police/Message in a Bottle.mid	4 22
The Police/Roxanne.6.mid	4 73
The Police/Spirits in the Material World.1.mid	4 73
The Police/Spirits in the Material World.2.mid	4 72
The Police/Spirits in the Material World.4.mid	4 26
The Police/Spirits in the Material World.mid	4 72
The Police/Walking in Your Footsteps.mid	5 107
The Police/Walking on The Moon.2.mid	4 73
The Police/Wrapped Around Your Finger.3.mid	4 73
The Presidents of the United States of America/Video Killed The Radio Star.mid	4 53
The Pretenders/I'll Stand By You.1.mid	4 26
The Pretenders/I'll Stand By You.2.mid	4 82
The Righteous Brothers/Unchained Melody.1.mid	1 0
The Righteous Brothers/Unchained Melody.2.mid	1 0
The Righteous Brothers/Unchained Melody.2.mid	3 48
The Righteous Brothers/Unchained Melody.3.mid	1 0
The Righteous Brothers/Unchained Melody.3.mid	3 48
The Righteous Brothers/Unchained Melody.5.mid	1 0
The Righteous Brothers/Unchained Melody.6.mid	4 56
The Righteous Brothers/Unchained Melody.7.mid	1 56
The Righteous Brothers/You've Lost That Lovin' Feelin'.1.mid	4 35
The Righteous Brothers/You've Lost That Lovin' Feelin'.3.mid	1 54
The Rolling Stones/Angie.7.mid	4 24
The Rolling Stones/Anybody Seen My Baby.mid	4 53
The Rolling Stones/As Tears Go By.2.mid	4 11
The Rolling Stones/Brown Sugar.2.mid	4 54
The Rolling Stones/I Can't Get No (Satisfaction).2.mid	1 65
The Rolling Stones/I Can't Get No (Satisfaction).2.mid	1 65
The Rolling Stones/I Can't Get No (Satisfaction).3.mid	7 14
The Rolling Stones/I Can't Get No (Satisfaction).7.mid	4 75
The Rolling Stones/I Can't Get No (Satisfaction).mid	4 18
The Rolling Stones/Jumping Jack Flash.mid	0 
The Rolling Stones/Jumping Jack Flash.mid	6 7
The Rolling Stones/Lady Jane.2.mid	4 0
The Rolling Stones/Lady Jane.mid	4 0
The Rolling Stones/Ruby Tuesday.mid	4 29
The Rolling Stones/She's So Cold.1.mid	0 
The Rolling Stones/She's So Cold.mid	0 
The Rolling Stones/The Last Time.1.mid	4 64
The Rolling Stones/The Last Time.mid	1 52
The Rolling Stones/Time Is on My Side.1.mid	1 26
The Rolling Stones/Time Is on My Side.2.mid	1 26
The Rolling Stones/Time Is on My Side.mid	4 26
The Ronettes/Be My Baby.mid	1 25
The Rooftop Singers/Walk Right In.mid	1 25
The Rooftop Singers/Walk Right In.mid	2 24
The Rooftop Singers/Walk Right In.mid	13 25
The Rubettes/Juke Box Jive.mid	4 71
The Rubettes/Sugar Baby Love.mid	4 17
The Searchers/Love Potion No. 9.mid	6 11
The Searchers/Sweet for My Sweet.mid	1 28
The Shadows/FBI.1.mid	4 27
The Shadows/Foot Tapper.mid	4 28
The Shadows/Guitar Tango.mid	4 24
The Shadows/Kontiki.1.mid	4 27
The Shadows/Riders in the Sky.1.mid	4 27
The Shadows/Sleepwalk.1.mid	2 32
The Shadows/Unchained Melody.mid	4 26
The Shadows/Wonderful Land.1.mid	4 27
The Shangri-Las/Remember (Walkin' in the Sand).mid	4 18
The Smashing Pumpkins/Cherub Rock.mid	2 56
The Soul Survivors/Expressway (To Your Heart).mid	4 24
The Spotnicks/Amapola.1.mid	1 25
The Spotnicks/Amapola.2.mid	3 26
The Stylistics/You Are Everything.1.mid	1 50
The Stylistics/You Make Me Feel Brand New.mid	4 35
The Supremes/Baby Love.1.mid	4 0
The Supremes/I Hear a Symphony.mid	6 58
The Supremes/Reflections.mid	7 0
The Supremes/Reflections.mid	8 0
The Supremes/Reflections.mid	9 5
The Supremes/Reflections.mid	11 4
The Surfaris/Wipe Out.mid	1 29
The Trammps/Disco Inferno.mid	1 7
The Trammps/Zing Went the Strings of My Heart.mid	4 58
The Trammps/Zing Went the Strings of My Heart.mid	4 58
The Tremeloes/My Little Lady.1.mid	1 87
The Tremeloes/My Little Lady.mid	1 61
The Troggs/Wild Thing.1.mid	1 99
The Troggs/Wild Thing.mid	4 27
The Troggs/With a Girl Like You.mid	4 2
The Ventures/Pipeline.1.mid	0 
The Ventures/Walk Don't Run.mid	2 27
The Ventures/Walk Don't Run.mid	3 28
The Walker Brothers/The Sun Ain't Gonna Shine Anymore.mid	4 77
The Wallflowers/Heroes.mid	6 25
The Wallflowers/Heroes.mid	6 25
The Weather Girls/It's Raining Men.1.mid	11 11
The Who/I Can See for Miles.mid	5 81
The Who/The Kids Are Alright.mid	1 22
The Who/Won't Get Fooled Again.mid	1 0
The Yardbirds/Heart Full Of Soul.mid	4 82
The Youngbloods/Get Together.mid	7 87
Thelma Houston/Don't Leave Me This Way.mid	4 65
Thomas Dolby/Blinded With Science.mid	4 90
Three Dog Night/An Old Fashioned Love Song.mid	3 0
Three Dog Night/Joy to the World.1.mid	1 26
Three Dog Night/Let Me Serenade You.mid	4 62
Three Dog Night/Mama Told Me (Not To Come).1.mid	1 82
Three Dog Night/Mama Told Me (Not To Come).2.mid	1 82
Three Dog Night/Mama Told Me (Not To Come).mid	4 82
Three Dog Night/One.mid	4 26
Three Dog Night/Shambala.mid	4 56
Three Dog Night/Try a Little Tenderness.mid	4 26
Tim Immers/Liever Dan Lief.mid	4 35
Tim Immers/Roze Bril.mid	4 26
Time Bandits/I'm Specialized in You.mid	4 26
Timeless/Where Is the Love.mid	5 48
Tina Turner/Golden Eye.1.mid	4 57
Tina Turner/Golden Eye.mid	0 
Tina Turner/Golden Eye.mid	6 65
Tina Turner/Nutbush City Limits.mid	4 26
Tina Turner/The Best.1.mid	1 5
Tina Turner/The Best.mid	4 87
Tina Turner/We Don't Need Another Hero (Thunderdome).mid	4 21
Todd Rundgren/Can We Still Be Friends.1.mid	1 0
Todd Rundgren/Sidewalk Cafe.mid	1 24
Tokens/The Lion Sleeps Tonight.mid	1 11
Tom Astor/Hallo, guten Morgen Deutschland.mid	4 28
Tom Astor/Hungrige Herzen.mid	4 73
Tom Astor/Junger Adler.mid	4 11
Tom Jones/Delilah.2.mid	0 
Tom Jones/Green Green Grass of Home.1.mid	1 56
Tom Jones/Green Green Grass of Home.mid	4 65
Tom Jones/Help Yourself.1.mid	4 65
Tom Jones/If I Only Knew.mid	4 35
Tom Jones/Love Me Tonight.1.mid	4 26
Tom Jones/What's New Pussycat.mid	4 26
Tom Petty and The Heartbreakers/Mary Jane's Last Dance.mid	4 0
Tom Petty and The Heartbreakers/Refugee.mid	6 100
Tom Petty and The Heartbreakers/Refugee.mid	4 7
Tom Petty and The Heartbreakers/Runnin' Down a Dream.mid	2 18
Tom Petty and The Heartbreakers/Runnin' Down a Dream.mid	6 17
Tone-Loc/Wild Thing.mid	1 65
Toni Braxton/Breathe Again.1.mid	4 26
Toni Braxton/He Wasn't Man Enough.mid	9 79
Tony Orlando/Tie a Yellow Ribbon.mid	1 99
Tornados/Telstar.mid	4 17
Torriani, Vico/La Pastorella.mid	4 65
Toto/Africa.3.mid	4 75
Toto/Africa.4.mid	4 54
Toto/Georgy Porgy.2.mid	4 65
Toto/I Will Remember.mid	12 62
Toto/I'll Be Over You.1.mid	4 35
Toto/Pamela.1.mid	4 35
Toto/Rosanna.3.mid	4 35
Toto/Rosanna.mid	4 62
Toto/Rosanna.mid	6 29
Toto/Stop Loving You.1.mid	4 35
Tower of Power/Soul With A Capital S.mid	4 26
Toys/A Lover's Concerto.mid	4 11
Tozzi Umberto/Ti amo.mid	4 21
Tozzi/Aria e cielo.mid	4 85
Tozzi/Conchiglia di diamante.mid	4 72
Tozzi/Donna amante mia.1.mid	4 87
Tracey Ullman/They Don't Know.mid	4 11
Traffic/40,000 Headmen.mid	4 63
Traffic/Coloured Rain.mid	4 68
Traffic/Dear Mr. Fantasy.mid	4 75
Traffic/Feelin' All Right.mid	4 22
Traffic/Hole in My Shoe.mid	4 6
Traffic/Paper Sun.mid	4 20
Traffic/Smiling Phases.mid	4 73
Traffic/The Low Spark of High Heeled Boys.mid	4 63
Traffic/Who Knows What Tomorrow May Bring.mid	4 82
Traveling Wilburys/End of the Line.mid	4 26
Turtles/It Ain't Me Baby.mid	6 25
Twila Paris/How Beautiful.mid	1 73
U2/Angel of Harlem.mid	4 73
U2/Everlasting Love.1.mid	4 59
U2/Gone.mid	9 81
U2/Hold Me, Thrill Me, Kiss Me, Kill Me.1.mid	4 0
U2/Hold Me, Thrill Me, Kiss Me, Kill Me.3.mid	4 35
U2/I Still Haven't Found What I'm Looking For.mid	4 103
U2/Mysterious Ways.2.mid	4 2
U2/New Year's Day.mid	4 75
U2/One.2.mid	4 73
U2/Pride.4.mid	4 63
U2/Sunday Bloody Sunday.mid	4 90
U2/When Love Comes to Town.1.mid	4 5
U2/Where the Streets Have No Name.4.mid	4 75
U2/With or Without You.1.mid	4 26
U96/Club Bizarre.mid	4 99
U96/Love Religion.mid	4 65
UB40/Groovin'.mid	1 25
UB40/Homely Girl.1.mid	7 73
UB40/Kingston Town.1.mid	4 75
UB40/So Here I Am.mid	1 73
Umberto Tozzi/Gloria.mid	4 65
Undercover/Baker Street.mid	1 1
Uriah Heep/Easy Livin'.mid	2 18
Valens Ritchie/La Bamba.1.mid	4 58
Valens Ritchie/La Bamba.mid	2 3
Van Halen/Jump.2.mid	4 65
Van McCoy/The Hustle.1.mid	4 48
Van Morrison/Brown Eyed Girl.4.mid	9 73
Van Morrison/Domino.mid	4 73
Van Morrison/Into the Mystic.3.mid	1 73
Vanessa Williams/Colors of the Wind.mid	3 75
Vanessa Williams/Save The Best For Last.3.mid	4 26
Vangelis/1492_ Conquest of Paradise.3.mid	4 52
Vanilla Fudge/You Keep Me Hangin' On.mid	3 65
Vanilla Fudge/You Keep Me Hangin' On.mid	4 65
Vanilla Ice/Ice Ice Baby.1.mid	6 87
Vaughan Sarah/Fever.mid	12 11
Vaughn/Blue Tango.mid	1 24
Vaughn/Blue Tango.mid	2 24
Vaughn/Blue Tango.mid	3 24
Vaughn/Blue Tango.mid	4 114
Ventures/Walk Don't Run.mid	1 24
Visage/Fade to Grey.mid	8 54
Wagner/Unter dem Doppeladler.mid	1 71
War/The Cisco Kid.mid	-1 -1
War/The Cisco Kid.mid	1 87
Warren Zevon/Werewolves of London.mid	3 53
Wax/Building a Bridge to Your Heart.mid	1 99
Wax/Building a Bridge to Your Heart.mid	1 99
Wayne Jeff/The Eve of the War.1.mid	1 82
Weezer/Only in Dreams.mid	6 73
Weezer/Say It Ain't So.mid	8 59
Werner/So ein Mann.mid	4 105
Wet Wet Wet/Good Night Girl.1.mid	4 70
Wet Wet Wet/Julia Says.mid	4 75
Wet Wet Wet/Love Is All Around.mid	4 26
Whigfield/Saturday Night.mid	4 82
Whigfield/Think of You.mid	4 65
White Barry/You're The First, The Last, My Everything.1.mid	3 0
White Barry/You're The First, The Last, My Everything.1.mid	1 1
White Barry/You're The First, The Last, My Everything.mid	4 18
White Town/Your Woman.1.mid	4 65
White Town/Your Woman.2.mid	4 65
Whitney Houston/All the Man That I Need.1.mid	4 24
Whitney Houston/Exhale (Shoop Shoop).2.mid	4 73
Whitney Houston/Greatest Love of All.5.mid	4 24
Whitney Houston/I Have Nothing.mid	4 26
Whitney Houston/I Wanna Dance With Somebody (Who Loves Me).4.mid	4 87
Whitney Houston/I Wanna Dance With Somebody (Who Loves Me).mid	1 85
Whitney Houston/I Will Always Love You.3.mid	4 73
Whitney Houston/I'm Your Baby Tonight.1.mid	4 26
Whitney Houston/Just the Lonely Talking Again.mid	4 26
Whitney Houston/Love Will Save The Day.mid	12 87
Whitney Houston/Lover for Life.mid	4 73
Whitney Houston/Saving All My Love For You.2.mid	5 65
Whitney Houston/Saving All My Love For You.3.mid	1 53
Whitney Houston/Saving All My Love For You.5.mid	1 53
Whitney Houston/Saving All My Love For You.mid	4 73
Whitney Houston/So Emotional.1.mid	4 66
Whitney Houston/Take Good Care of My Heart.mid	4 73
Wilbert Harrison/Kansas City.mid	1 1
Wild Cherry/Play That Funky Music.1.mid	4 66
Will Glahe/Wiener Praterleben.mid	4 21
Will to Power/I'm Not in Love.mid	1 53
Willeke Alberti/Samen zijn.mid	2 79
Willie Nelson/Always on My Mind.mid	4 54
Wilson Phillips/Release Me.1.mid	4 54
Wilson Phillips/Release Me.2.mid	1 75
Wilson Phillips/Release Me.2.mid	1 75
Wilson Phillips/Release Me.2.mid	1 75
Wings/Silly Love Songs.mid	16 65
Wolfgang Ambros/Zwickt's Mi.mid	1 62
Wolter Kroes/Laat me los.mid	4 65
Womack/I'm In Love.mid	1 18
Wonder Stevie/A Place in the Sun.mid	5 4
Wonder Stevie/A Place in the Sun.mid	6 25
Wonder Stevie/I Just Called to Say I Love You.1.mid	9 70
Wonder Stevie/I Just Called to Say I Love You.4.mid	2 61
Wonder Stevie/I Just Called to Say I Love You.6.mid	9 70
Wonder Stevie/I Just Called to Say I Love You.7.mid	1 91
Wonder Stevie/Isn't She Lovely.mid	4 60
Wonder Stevie/Master Blaster.mid	1 65
Wonder Stevie/My Cherie Amour.2.mid	1 0
Wonder Stevie/Sir Duke.1.mid	4 54
Wonder Stevie/Superstition.2.mid	4 66
Xavier Cugat/Tico-Tico.mid	1 24
Yes/Heart of the Sunrise.3.mid	2 35
Yes/Roundabout.1.mid	1 63
Yes/Roundabout.2.mid	1 63
Young Paul/Every Time You Go Away.mid	1 26
Yvonne Elliman/If I Can't Have You.mid	1 65
ZZ Top/Gimme All Your Lovin.3.mid	4 65
ZZ Top/Gimme All Your Lovin.mid	1 30
ZZ Top/Sharp Dressed Man.mid	1 17
Zamfir Gheorghe/The Lonely Shepherd.mid	1 75
Zappa/The Black Page #1.1.mid	0 
Zero/Un po' d'azzurro.mid	4 1
Zucchero/Alleluja.mid	4 0
Zucchero/Pane e sale.mid	4 73
Zucchero/Per colpa di chi.3.mid	4 1
Zucchero/Rispetto.mid	4 73
Zucchero/Senza Una Donna.1.mid	4 0
Zucchero/Senza Una Donna.3.mid	5 24
Zucchero/Senza Una Donna.4.mid	4 0
Zucchero/Senza Una Donna.5.mid	4 0
Zucchero/Voodoo voodoo.2.mid	4 1
_Weird Al_ Yankovic/Dare to Be Stupid.mid	13 66
a-ha/Hunting High and Low.mid	2 48
