file,ismelody,program,instrument,notes,chordratio,avgpitch,pitchrange,rpat,dur,steps
"ABBA/Fernando.6.mid",F,92,Pad 5 (bowed),59,0.66,59,31,10,6.674,4
"ABBA/Fernando.6.mid",F,0,Acoustic Grand,14,0.37,55,31,2,1.604,4
"ABBA/Fernando.6.mid",F,27,Electric Guitar (clean),441,0.97,63,22,17,1.049,22
"ABBA/Fernando.6.mid",F,72,Piccolo,85,0.62,83,32,20,0.940,8
"ABBA/Fernando.6.mid",F,3,Honky-Tonk,231,0.51,69,20,10,0.193,192
"ABBA/Fernando.6.mid",F,25,Acoustic Guitar (steel),1018,0.32,61,24,21,0.445,376
"ABBA/Fernando.8.mid",T,71,Clarinet,449,1.00,64,12,20,0.552,186
"ABBA/Fernando.8.mid",F,52,Choir Aahs,380,0.63,63,19,16,0.562,152
"ABBA/Fernando.8.mid",F,35,Fretless Bass,440,1.00,41,34,12,0.562,30
"ABBA/Fernando.8.mid",F,1,Bright Acoustic,498,0.44,65,40,17,0.292,126
"ABBA/Fernando.8.mid",F,77,Skakuhachi,158,0.72,75,35,16,1.219,13
"ABBA/Fernando.8.mid",F,44,Tremolo Strings,165,0.80,62,31,10,2.833,4
"ABBA/Fernando.8.mid",F,25,Acoustic Guitar (steel),1189,0.71,61,33,13,0.312,229
"ABBA/Fernando.8.mid",F,27,Electric Guitar (clean),366,1.00,59,27,18,1.250,7
"ABBA/Fernando.8.mid",F,79,Ocarina,1405,1.00,74,13,9,0.125,8
"ABBA/Gimme! Gimme! Gimme!.mid",T,73,Flute,364,0.92,66,22,18,0.758,63
"ABBA/Gimme! Gimme! Gimme!.mid",F,48,String Ensemble 1,484,0.89,77,51,20,0.783,44
"ABBA/Gimme! Gimme! Gimme!.mid",F,37,Slap Bass 2,516,1.00,44,12,10,0.838,337
"ABBA/Gimme! Gimme! Gimme!.mid",F,27,Electric Guitar (clean),74,1.00,54,24,8,0.494,4
"ABBA/Gimme! Gimme! Gimme!.mid",F,30,Distortion Guitar,61,1.00,68,14,1,0.515,0
"ABBA/Gimme! Gimme! Gimme!.mid",F,73,Flute,252,1.00,93,15,4,0.410,26
"ABBA/Gimme! Gimme! Gimme!.mid",F,72,Piccolo,252,1.00,93,15,4,0.410,26
"ABBA/Gimme! Gimme! Gimme!.mid",F,72,Piccolo,722,0.71,66,51,44,0.738,145
"ABBA/Gimme! Gimme! Gimme!.mid",F,49,String Ensemble 2,12,0.92,76,27,5,9.696,0
"ABBA/Gimme! Gimme! Gimme!.mid",F,38,Synth Bass 1,1134,1.00,43,24,10,0.390,634
"ABBA/Gimme! Gimme! Gimme!.mid",F,52,Choir Aahs,205,0.58,62,27,7,1.377,37
"ABBA/Hey, Hey Helen.1.mid",T,73,Flute,265,0.71,65,17,17,1.248,55
"ABBA/Hey, Hey Helen.1.mid",F,33,Electric Bass (finger),389,0.95,48,23,18,0.783,126
"ABBA/Hey, Hey Helen.1.mid",F,30,Distortion Guitar,155,0.50,54,13,8,1.863,26
"ABBA/Hey, Hey Helen.1.mid",F,7,Clav,156,0.96,50,16,9,0.635,36
"ABBA/Hey, Hey Helen.1.mid",F,52,Choir Aahs,154,0.64,65,15,7,1.369,9
"ABBA/Hole In Your Soul.mid",T,73,Flute,423,0.82,76,30,23,0.863,177
"ABBA/Hole In Your Soul.mid",F,29,Overdriven Guitar,316,0.51,66,25,29,1.173,120
"ABBA/Hole In Your Soul.mid",F,33,Electric Bass (finger),635,0.90,39,17,14,0.931,525
"ABBA/Hole In Your Soul.mid",F,4,Electric Piano 1,462,0.65,64,25,25,0.906,172
"ABBA/Hole In Your Soul.mid",F,73,Flute,44,0.98,77,5,5,1.079,0
"ABBA/Hole In Your Soul.mid",F,73,Flute,8,1.00,70,8,2,1.906,0
"ABBA/Hole In Your Soul.mid",F,103,FX 8 (sci-fi),12,1.00,57,3,1,7.688,0
"ABBA/Hole In Your Soul.mid",F,80,Lead 1 (square),225,1.00,77,20,7,0.415,58
"ABBA/Hole In Your Soul.mid",F,0,Acoustic Grand,446,0.61,65,25,20,0.956,188
"ABBA/Hole In Your Soul.mid",F,73,Flute,423,0.82,76,30,23,0.863,177
"ABBA/Hole In Your Soul.mid",F,29,Overdriven Guitar,316,0.51,66,25,29,1.173,120
"ABBA/Hole In Your Soul.mid",F,33,Electric Bass (finger),635,0.90,39,17,14,0.931,525
"ABBA/Hole In Your Soul.mid",F,4,Electric Piano 1,462,0.65,64,25,25,0.906,172
"ABBA/Hole In Your Soul.mid",T,73,Flute,44,0.98,77,5,5,1.079,0
"ABBA/Hole In Your Soul.mid",F,73,Flute,8,1.00,70,8,2,1.906,0
"ABBA/Hole In Your Soul.mid",F,103,FX 8 (sci-fi),12,1.00,57,3,1,7.688,0
"ABBA/Hole In Your Soul.mid",F,80,Lead 1 (square),225,1.00,77,20,7,0.415,58
"ABBA/Hole In Your Soul.mid",F,0,Acoustic Grand,446,0.61,65,25,20,0.956,188
"ABBA/Hole In Your Soul.mid",F,73,Flute,423,0.82,76,30,23,0.863,177
"ABBA/Hole In Your Soul.mid",F,29,Overdriven Guitar,316,0.51,66,25,29,1.173,120
"ABBA/Hole In Your Soul.mid",F,33,Electric Bass (finger),635,0.90,39,17,14,0.931,525
"ABBA/Hole In Your Soul.mid",F,4,Electric Piano 1,462,0.65,64,25,25,0.906,172
"ABBA/Hole In Your Soul.mid",F,73,Flute,44,0.98,77,5,5,1.079,0
"ABBA/Hole In Your Soul.mid",T,73,Flute,8,1.00,70,8,2,1.906,0
"ABBA/Hole In Your Soul.mid",F,103,FX 8 (sci-fi),12,1.00,57,3,1,7.688,0
"ABBA/Hole In Your Soul.mid",F,80,Lead 1 (square),225,1.00,77,20,7,0.415,58
"ABBA/Hole In Your Soul.mid",F,0,Acoustic Grand,446,0.61,65,25,20,0.956,188
"ABBA/I Do, I Do, I Do, I Do.1.mid",F,33,Electric Bass (finger),300,1.00,37,15,5,1.086,54
"ABBA/I Do, I Do, I Do, I Do.1.mid",F,0,Acoustic Grand,1029,0.33,68,13,2,0.159,616
"ABBA/I Do, I Do, I Do, I Do.1.mid",F,66,Tenor Sax,174,0.99,62,18,11,2.044,25
"ABBA/I Do, I Do, I Do, I Do.1.mid",F,66,Tenor Sax,178,1.00,66,17,10,1.969,27
"ABBA/I Do, I Do, I Do, I Do.1.mid",F,27,Electric Guitar (clean),262,0.33,63,13,5,0.333,227
"ABBA/I Do, I Do, I Do, I Do.1.mid",F,0,Acoustic Grand,515,0.33,64,11,2,0.333,478
"ABBA/I Do, I Do, I Do, I Do.1.mid",F,0,Acoustic Grand,18,0.35,67,12,4,0.870,12
"ABBA/I Do, I Do, I Do, I Do.1.mid",F,27,Electric Guitar (clean),569,1.00,59,17,6,0.404,320
"ABBA/I Do, I Do, I Do, I Do.1.mid",F,11,Vibraphone,67,0.72,72,18,9,1.201,2
"ABBA/I Do, I Do, I Do, I Do.1.mid",T,62,SynthBrass 1,203,0.72,64,17,12,0.997,3
"ABBA/I Have a Dream.1.mid",F,35,Fretless Bass,243,1.00,35,17,12,1.344,11
"ABBA/I Have a Dream.1.mid",F,25,Acoustic Guitar (steel),478,0.21,59,24,6,0.604,387
"ABBA/I Have a Dream.1.mid",T,75,Pan Flute,263,1.00,74,17,16,1.094,39
"ABBA/I Have a Dream.1.mid",F,25,Acoustic Guitar (steel),352,0.20,58,24,4,0.552,282
"ABBA/I Have a Dream.1.mid",F,104,Sitar,336,0.49,72,19,17,0.365,191
"ABBA/I Have a Dream.1.mid",F,49,String Ensemble 2,203,0.75,69,28,9,2.979,113
"ABBA/I Have a Dream.1.mid",F,54,Synth Voice,178,0.42,73,19,12,1.177,116
"ABBA/I Have a Dream.1.mid",F,52,Choir Aahs,88,1.00,74,17,12,1.250,10
"ABBA/I Have a Dream.1.mid",F,90,Pad 3 (polysynth),214,0.33,62,19,5,0.240,204
"ABBA/I Have a Dream.1.mid",F,25,Acoustic Guitar (steel),84,0.50,69,10,7,0.802,47
"ABBA/I Wonder (Departure).mid",T,73,Flute,209,0.99,64,16,20,0.992,21
"ABBA/I Wonder (Departure).mid",F,0,Acoustic Grand,436,0.47,61,63,32,1.102,25
"ABBA/I Wonder (Departure).mid",F,9,Glockenspiel,42,0.84,89,27,6,0.619,0
"ABBA/I Wonder (Departure).mid",F,33,Electric Bass (finger),198,0.94,46,29,11,1.419,46
"ABBA/I Wonder (Departure).mid",F,48,String Ensemble 1,304,0.48,57,49,27,1.288,16
"ABBA/I Wonder (Departure).mid",F,45,Pizzicato Strings,64,1.00,62,14,1,0.498,0
"ABBA/I Wonder (Departure).mid",F,9,Glockenspiel,42,0.84,89,27,6,0.621,0
"ABBA/I'm a Marionette.1.mid",T,73,Flute,340,1.00,66,13,13,0.929,73
"ABBA/I'm a Marionette.1.mid",F,0,Acoustic Grand,461,0.66,63,18,20,1.671,85
"ABBA/I'm a Marionette.1.mid",F,33,Electric Bass (finger),726,1.00,37,17,6,0.783,349
"ABBA/I'm a Marionette.1.mid",F,48,String Ensemble 1,325,0.78,63,25,29,1.869,90
"ABBA/I'm a Marionette.1.mid",F,29,Overdriven Guitar,217,0.92,68,30,16,0.800,33
"ABBA/I'm a Marionette.1.mid",F,61,Brass Section,174,1.00,65,13,8,0.887,72
"ABBA/I'm a Marionette.mid",T,73,Flute,340,1.00,66,13,13,0.929,73
"ABBA/I'm a Marionette.mid",F,0,Acoustic Grand,461,0.66,63,18,20,1.671,85
"ABBA/I'm a Marionette.mid",F,33,Electric Bass (finger),726,1.00,37,17,6,0.783,349
"ABBA/I'm a Marionette.mid",F,48,String Ensemble 1,325,0.78,63,25,29,1.869,90
"ABBA/I'm a Marionette.mid",F,29,Overdriven Guitar,217,0.92,68,30,16,0.800,33
"ABBA/I'm a Marionette.mid",F,61,Brass Section,174,1.00,65,13,8,0.887,72
"ABBA/I've Been Waiting For You.mid",T,73,Flute,368,0.78,78,15,17,0.617,145
"ABBA/I've Been Waiting For You.mid",F,32,Acoustic Bass,294,1.00,33,22,10,0.917,90
"ABBA/I've Been Waiting For You.mid",F,48,String Ensemble 1,173,0.71,62,22,11,1.500,65
"ABBA/I've Been Waiting For You.mid",F,0,Acoustic Grand,126,0.42,58,80,14,6.142,16
"ABBA/I've Been Waiting For You.mid",F,25,Acoustic Guitar (steel),437,0.46,26,120,30,2.283,126
"ABBA/Kisses of Fire.1.mid",T,73,Flute,402,0.43,72,37,37,0.919,129
"ABBA/Kisses of Fire.1.mid",F,0,Acoustic Grand,442,0.53,65,36,38,0.923,158
"ABBA/Kisses of Fire.1.mid",F,33,Electric Bass (finger),463,0.93,48,22,19,0.762,53
"ABBA/Kisses of Fire.1.mid",F,52,Choir Aahs,18,0.30,65,12,2,3.671,3
"ABBA/Kisses of Fire.1.mid",F,25,Acoustic Guitar (steel),221,0.33,52,22,9,1.127,154
"ABBA/Kisses of Fire.1.mid",F,25,Acoustic Guitar (steel),255,0.33,55,12,7,0.975,202
"ABBA/Kisses of Fire.1.mid",F,48,String Ensemble 1,43,0.52,66,11,6,1.298,19
"ABBA/Kisses of Fire.1.mid",F,4,Electric Piano 1,323,0.50,66,24,32,0.919,145
"ABBA/Kisses of Fire.1.mid",F,27,Electric Guitar (clean),22,0.25,69,15,1,0.625,10
"ABBA/Kisses of Fire.1.mid",F,38,Synth Bass 1,204,1.00,50,22,13,0.333,15
"ABBA/Knowing Me, Knowing You.1.mid",F,0,Acoustic Grand,652,0.32,60,52,24,0.474,470
"ABBA/Knowing Me, Knowing You.1.mid",F,33,Electric Bass (finger),521,0.99,37,26,62,0.458,168
"ABBA/Knowing Me, Knowing You.1.mid",F,25,Acoustic Guitar (steel),605,0.29,57,29,36,0.799,236
"ABBA/Knowing Me, Knowing You.1.mid",T,73,Flute,251,1.00,77,16,31,0.820,90
"ABBA/Knowing Me, Knowing You.1.mid",F,75,Pan Flute,248,0.50,64,19,28,0.880,98
"ABBA/Knowing Me, Knowing You.1.mid",F,5,Electric Piano 2,127,0.21,69,14,3,0.206,108
"ABBA/Knowing Me, Knowing You.1.mid",F,29,Overdriven Guitar,251,0.67,55,37,30,1.302,79
"ABBA/Knowing Me, Knowing You.1.mid",F,50,SynthStrings 1,265,0.80,93,16,39,1.005,56
"ABBA/Knowing Me, Knowing You.1.mid",F,29,Overdriven Guitar,132,0.97,73,38,12,0.911,17
"ABBA/Knowing Me, Knowing You.1.mid",F,64,Soprano Sax,102,1.00,71,5,10,0.464,42
"ABBA/Knowing Me, Knowing You.1.mid",F,9,Glockenspiel,134,0.83,111,14,19,0.216,3
"ABBA/Knowing Me, Knowing You.1.mid",F,99,FX 4 (atmosphere),22,1.00,74,7,6,0.542,4
"ABBA/Knowing Me, Knowing You.1.mid",F,75,Pan Flute,6,1.00,86,5,1,2.198,1
"ABBA/Knowing Me, Knowing You.4.mid",T,83,Lead 4 (chiff),255,1.00,65,16,27,0.865,100
"ABBA/Knowing Me, Knowing You.4.mid",F,53,Voice Oohs,247,0.89,67,19,29,0.698,100
"ABBA/Knowing Me, Knowing You.4.mid",F,52,Choir Aahs,96,1.00,59,7,10,0.594,44
"ABBA/Knowing Me, Knowing You.4.mid",F,33,Electric Bass (finger),534,1.00,42,21,64,0.521,185
"ABBA/Knowing Me, Knowing You.4.mid",F,1,Bright Acoustic,368,0.34,59,41,34,0.698,220
"ABBA/Knowing Me, Knowing You.4.mid",F,1,Bright Acoustic,198,0.41,84,27,25,0.760,75
"ABBA/Knowing Me, Knowing You.4.mid",F,30,Distortion Guitar,171,0.37,51,20,25,1.708,67
"ABBA/Knowing Me, Knowing You.4.mid",F,25,Acoustic Guitar (steel),608,0.50,57,24,31,0.708,83
"ABBA/Knowing Me, Knowing You.4.mid",F,5,Electric Piano 2,128,0.27,71,10,2,0.167,113
"ABBA/Knowing Me, Knowing You.4.mid",F,29,Overdriven Guitar,127,0.64,72,26,15,0.906,25
"ABBA/Knowing Me, Knowing You.mid",F,33,Electric Bass (finger),534,1.00,42,21,64,0.521,185
"ABBA/Knowing Me, Knowing You.mid",F,1,Bright Acoustic,368,0.34,59,41,34,0.698,220
"ABBA/Knowing Me, Knowing You.mid",T,83,Lead 4 (chiff),256,1.00,65,16,26,0.865,101
"ABBA/Knowing Me, Knowing You.mid",F,30,Distortion Guitar,171,0.37,51,20,25,1.708,67
"ABBA/Knowing Me, Knowing You.mid",F,25,Acoustic Guitar (steel),608,0.50,57,24,31,0.708,83
"ABBA/Knowing Me, Knowing You.mid",F,53,Voice Oohs,96,1.00,59,7,10,0.594,44
"ABBA/Knowing Me, Knowing You.mid",F,52,Choir Aahs,247,0.89,67,19,29,0.698,100
"ABBA/Knowing Me, Knowing You.mid",F,5,Electric Piano 2,128,0.27,71,10,2,0.167,113
"ABBA/Knowing Me, Knowing You.mid",F,29,Overdriven Guitar,127,0.64,72,26,15,0.906,25
"ABBA/Knowing Me, Knowing You.mid",F,1,Bright Acoustic,198,0.41,84,27,25,0.760,75
"ABBA/Lay All Your Love on Me.2.mid",F,60,French Horn,146,0.34,62,18,4,2.615,8
"ABBA/Lay All Your Love on Me.2.mid",F,35,Fretless Bass,1027,1.00,37,24,5,0.341,722
"ABBA/Lay All Your Love on Me.2.mid",F,45,Pizzicato Strings,920,0.34,73,16,15,0.159,563
"ABBA/Lay All Your Love on Me.2.mid",T,24,Acoustic Guitar (nylon),305,1.00,67,15,10,1.135,101
"ABBA/Lay All Your Love on Me.2.mid",F,48,String Ensemble 1,271,0.48,72,33,21,2.169,7
"ABBA/Lay All Your Love on Me.2.mid",F,25,Acoustic Guitar (steel),338,1.00,67,24,8,0.297,60
"ABBA/Lay All Your Love on Me.mid",T,90,Pad 3 (polysynth),319,0.63,65,20,20,1.556,91
"ABBA/Lay All Your Love on Me.mid",F,51,SynthStrings 2,318,0.69,71,24,9,1.725,15
"ABBA/Lay All Your Love on Me.mid",F,62,SynthBrass 1,140,1.00,62,8,7,2.173,10
"ABBA/Lay All Your Love on Me.mid",F,63,SynthBrass 2,140,1.00,57,9,7,2.133,59
"ABBA/Lay All Your Love on Me.mid",F,43,Contrabass,143,0.95,48,12,7,2.479,0
"ABBA/Lay All Your Love on Me.mid",F,39,Synth Bass 2,695,1.00,35,21,4,0.500,382
"ABBA/Lay All Your Love on Me.mid",F,7,Clav,900,0.50,63,21,6,0.165,268
"ABBA/Lay All Your Love on Me.mid",F,28,Electric Guitar (muted),1473,0.49,62,21,4,0.181,660
"ABBA/Lay All Your Love on Me.mid",F,29,Overdriven Guitar,576,1.00,53,11,3,0.079,251
"ABBA/Lay All Your Love on Me.mid",F,44,Tremolo Strings,192,1.00,67,16,3,0.492,18
"ABBA/Lay All Your Love on Me.mid",F,81,Lead 2 (sawtooth),88,1.00,74,29,14,1.706,4
"ABBA/Lay All Your Love on Me.mid",F,40,Violin,192,1.00,69,29,8,0.448,16
"ABBA/Lay All Your Love on Me.mid",F,126,Applause,1,0.14,66,27,0,14.175,0
"ABBA/Lay All Your Love on Me.mid",F,51,SynthStrings 2,127,1.00,62,8,11,2.171,9
"ABBA/Lay All Your Love on Me.mid",F,53,Voice Oohs,98,1.00,57,9,4,2.133,41
"ABBA/Lay All Your Love on Me.mid",F,52,Choir Aahs,98,1.00,62,8,4,2.133,7
"ABBA/Lay All Your Love on Me.mid",F,90,Pad 3 (polysynth),319,0.63,65,20,20,1.556,91
"ABBA/Lay All Your Love on Me.mid",F,51,SynthStrings 2,318,0.69,71,24,9,1.725,15
"ABBA/Lay All Your Love on Me.mid",F,62,SynthBrass 1,140,1.00,62,8,7,2.173,10
"ABBA/Lay All Your Love on Me.mid",F,63,SynthBrass 2,140,1.00,57,9,7,2.133,59
"ABBA/Lay All Your Love on Me.mid",F,43,Contrabass,143,0.95,48,12,7,2.479,0
"ABBA/Lay All Your Love on Me.mid",F,39,Synth Bass 2,695,1.00,35,21,4,0.500,382
"ABBA/Lay All Your Love on Me.mid",F,7,Clav,900,0.50,63,21,6,0.165,268
"ABBA/Lay All Your Love on Me.mid",F,28,Electric Guitar (muted),1473,0.49,62,21,4,0.181,660
"ABBA/Lay All Your Love on Me.mid",F,29,Overdriven Guitar,576,1.00,53,11,3,0.079,251
"ABBA/Lay All Your Love on Me.mid",F,44,Tremolo Strings,192,1.00,67,16,3,0.492,18
"ABBA/Lay All Your Love on Me.mid",T,81,Lead 2 (sawtooth),88,1.00,74,29,14,1.706,4
"ABBA/Lay All Your Love on Me.mid",F,40,Violin,192,1.00,69,29,8,0.448,16
"ABBA/Lay All Your Love on Me.mid",F,126,Applause,1,0.14,66,27,0,14.175,0
"ABBA/Lay All Your Love on Me.mid",F,51,SynthStrings 2,127,1.00,62,8,11,2.171,9
"ABBA/Lay All Your Love on Me.mid",F,53,Voice Oohs,98,1.00,57,9,4,2.133,41
"ABBA/Lay All Your Love on Me.mid",F,52,Choir Aahs,98,1.00,62,8,4,2.133,7
"ABBA/Like an Angel Passing Through My Room.mid",T,73,Flute,169,1.00,58,14,13,0.796,83
"ABBA/Like an Angel Passing Through My Room.mid",F,10,Music Box,316,0.76,68,29,11,0.702,74
"ABBA/Like an Angel Passing Through My Room.mid",F,42,Cello,25,1.00,48,15,4,1.971,1
"ABBA/Like an Angel Passing Through My Room.mid",F,68,Oboe,180,1.00,69,24,18,0.719,44
"ABBA/Like an Angel Passing Through My Room.mid",F,48,String Ensemble 1,156,0.72,67,24,10,0.950,40
"ABBA/Lovers (Live a Little Longer).mid",T,73,Flute,356,1.00,67,19,18,1.060,145
"ABBA/Lovers (Live a Little Longer).mid",F,27,Electric Guitar (clean),631,0.43,72,44,34,0.979,173
"ABBA/Lovers (Live a Little Longer).mid",F,33,Electric Bass (finger),190,1.00,45,12,7,2.692,129
"ABBA/Lovers (Live a Little Longer).mid",F,99,FX 4 (atmosphere),15,0.50,67,27,2,0.500,0
"ABBA/Lovers (Live a Little Longer).mid",F,48,String Ensemble 1,235,0.89,72,31,13,0.925,4
"ABBA/Lovers (Live a Little Longer).mid",F,110,Fiddle,15,0.50,67,27,2,0.500,0
"ABBA/Lovers (Live a Little Longer).mid",F,48,String Ensemble 1,190,1.00,45,12,7,2.627,129
"ABBA/Lovers (Live a Little Longer).mid",F,49,String Ensemble 2,3,1.00,83,0,2,8.323,1
"ABBA/Lovers (Live a Little Longer).mid",F,52,Choir Aahs,4,0.80,71,8,1,4.000,0
"ABBA/Money, Money, Money.1.mid",T,87,Lead 8 (bass+lead),332,1.00,71,16,17,0.490,85
"ABBA/Money, Money, Money.1.mid",F,33,Electric Bass (finger),492,1.00,38,25,19,0.417,33
"ABBA/Money, Money, Money.1.mid",F,1,Bright Acoustic,686,0.37,60,53,15,0.271,311
"ABBA/Money, Money, Money.1.mid",F,29,Overdriven Guitar,142,1.00,62,25,12,1.271,17
"ABBA/Money, Money, Money.1.mid",F,13,Xylophone,265,1.00,84,23,12,0.250,56
"ABBA/Money, Money, Money.1.mid",F,52,Choir Aahs,155,0.53,72,13,6,0.302,20
"ABBA/Money, Money, Money.1.mid",F,47,Timpani,29,1.00,45,6,2,0.052,4
"ABBA/Money, Money, Money.1.mid",F,1,Bright Acoustic,289,0.60,72,31,8,0.292,12
"ABBA/Money, Money, Money.1.mid",F,40,Violin,156,1.00,80,26,9,0.406,14
"ABBA/Money, Money, Money.1.mid",F,82,Lead 3 (calliope),124,0.89,82,24,6,0.510,4
"ABBA/Money, Money, Money.5.mid",F,1,Bright Acoustic,743,0.37,67,55,28,0.458,236
"ABBA/Money, Money, Money.5.mid",F,35,Fretless Bass,489,1.00,38,25,21,0.424,36
"ABBA/Money, Money, Money.5.mid",F,29,Overdriven Guitar,141,1.00,62,35,17,1.359,15
"ABBA/Money, Money, Money.5.mid",T,73,Flute,332,1.00,77,28,34,0.628,71
"ABBA/Money, Money, Money.5.mid",F,73,Flute,155,0.27,67,20,9,0.841,21
"ABBA/Money, Money, Money.5.mid",F,48,String Ensemble 1,486,0.38,70,31,29,0.341,205
"ABBA/Money, Money, Money.5.mid",F,13,Xylophone,183,1.00,85,13,12,0.224,51
"ABBA/Money, Money, Money.5.mid",F,47,Timpani,36,0.69,39,18,2,0.214,6
"ABBA/Money, Money, Money.5.mid",F,4,Electric Piano 1,12,0.33,67,12,2,1.828,4
"ABBA/Money, Money, Money.5.mid",F,75,Pan Flute,32,1.00,77,1,2,0.477,2
"ABBA/Move On.mid",T,53,Voice Oohs,310,0.88,72,17,18,0.673,65
"ABBA/Move On.mid",F,5,Electric Piano 2,499,0.61,69,24,40,1.119,102
"ABBA/Move On.mid",F,33,Electric Bass (finger),361,1.00,49,16,10,1.233,216
"ABBA/Move On.mid",F,25,Acoustic Guitar (steel),616,0.58,68,27,49,0.952,152
"ABBA/Move On.mid",F,72,Piccolo,84,1.00,93,12,7,0.269,17
"ABBA/Move On.mid",F,73,Flute,42,1.00,93,12,3,0.275,8
"ABBA/Move On.mid",F,25,Acoustic Guitar (steel),614,0.58,68,26,46,0.954,152
"ABBA/Move On.mid",F,3,Honky-Tonk,519,0.60,69,24,40,1.087,107
"ABBA/Move On.mid",F,52,Choir Aahs,101,0.72,69,20,13,0.571,19
"ABBA/Move On.mid",F,73,Flute,431,0.91,72,20,28,0.704,84
"ABBA/My Love My Life.mid",T,73,Flute,269,0.99,65,21,21,0.871,70
"ABBA/My Love My Life.mid",F,35,Fretless Bass,7,1.00,42,7,2,1.671,0
"ABBA/My Love My Life.mid",F,49,String Ensemble 2,44,0.46,62,14,7,3.312,2
"ABBA/My Love My Life.mid",F,0,Acoustic Grand,428,0.63,69,47,23,0.644,47
"ABBA/My Love My Life.mid",F,88,Pad 1 (new age),4,1.00,91,1,1,0.073,0
"ABBA/My Love My Life.mid",F,49,String Ensemble 2,72,0.44,59,27,7,2.540,7
"ABBA/My Love My Life.mid",F,49,String Ensemble 2,25,1.00,82,22,4,0.956,4
"ABBA/My Love My Life.mid",F,33,Electric Bass (finger),155,1.00,29,14,13,1.052,62
"ABBA/My Love My Life.mid",F,49,String Ensemble 2,26,1.00,84,12,4,1.708,11
"ABBA/My Love My Life.mid",F,75,Pan Flute,16,1.00,76,4,1,0.596,8
"ABBA/My Love My Life.mid",F,52,Choir Aahs,3,1.00,72,3,1,2.675,0
"ABBA/My Love My Life.mid",F,73,Flute,26,1.00,79,9,5,0.725,6
"ABBA/Name of the Game.3.mid",F,84,Lead 5 (charang),45,0.58,59,10,4,2.122,7
"ABBA/Name of the Game.3.mid",F,35,Fretless Bass,267,1.00,37,19,16,1.625,81
"ABBA/Name of the Game.3.mid",F,25,Acoustic Guitar (steel),362,0.24,58,29,19,1.203,161
"ABBA/Name of the Game.3.mid",T,0,Acoustic Grand,336,1.00,66,16,28,1.130,117
"ABBA/Name of the Game.3.mid",F,4,Electric Piano 1,245,0.44,64,17,26,1.633,72
"ABBA/Name of the Game.3.mid",F,24,Acoustic Guitar (nylon),86,0.47,63,26,5,1.096,69
"ABBA/Name of the Game.3.mid",F,1,Bright Acoustic,48,1.00,69,5,3,0.750,0
"ABBA/Name of the Game.3.mid",F,90,Pad 3 (polysynth),39,0.44,63,14,5,3.385,12
"ABBA/Name of the Game.3.mid",F,29,Overdriven Guitar,37,0.39,56,34,5,0.935,1
"ABBA/Name of the Game.3.mid",F,28,Electric Guitar (muted),143,1.00,48,12,8,0.539,29
"ABBA/Name of the Game.3.mid",F,48,String Ensemble 1,72,0.47,62,17,5,6.846,0
"ABBA/Name of the Game.3.mid",F,57,Trombone,102,1.00,73,17,12,1.464,12
"ABBA/Name of the Game.3.mid",F,39,Synth Bass 2,152,1.00,36,14,11,0.766,17
"ABBA/Name of the Game.4.mid",F,84,Lead 5 (charang),45,0.58,59,10,4,2.115,7
"ABBA/Name of the Game.4.mid",F,35,Fretless Bass,267,1.00,37,19,16,1.625,81
"ABBA/Name of the Game.4.mid",F,25,Acoustic Guitar (steel),362,0.24,58,29,19,1.198,161
"ABBA/Name of the Game.4.mid",T,0,Acoustic Grand,336,1.00,66,16,28,1.125,117
"ABBA/Name of the Game.4.mid",F,4,Electric Piano 1,245,0.44,64,17,26,1.625,72
"ABBA/Name of the Game.4.mid",F,24,Acoustic Guitar (nylon),86,0.47,63,26,5,1.094,69
"ABBA/Name of the Game.4.mid",F,1,Bright Acoustic,48,1.00,69,5,3,0.750,0
"ABBA/Name of the Game.4.mid",F,90,Pad 3 (polysynth),39,0.44,63,14,5,3.385,12
"ABBA/Name of the Game.4.mid",F,29,Overdriven Guitar,37,0.39,56,34,5,0.927,1
"ABBA/Name of the Game.4.mid",F,28,Electric Guitar (muted),143,1.00,48,12,8,0.531,29
"ABBA/Name of the Game.4.mid",F,48,String Ensemble 1,72,0.47,62,17,5,6.844,0
"ABBA/Name of the Game.4.mid",F,56,Trumpet,102,1.00,73,17,12,1.458,12
"ABBA/Name of the Game.4.mid",F,39,Synth Bass 2,152,1.00,36,14,11,0.760,17
"ABBA/Nina Pretty Ballerina.mid",T,73,Flute,405,0.64,78,21,14,0.792,105
"ABBA/Nina Pretty Ballerina.mid",F,34,Electric Bass (pick),619,0.97,47,28,16,0.604,90
"ABBA/Nina Pretty Ballerina.mid",F,0,Acoustic Grand,282,0.55,67,24,13,0.906,57
"ABBA/Nina Pretty Ballerina.mid",F,27,Electric Guitar (clean),143,0.37,63,41,7,1.438,106
"ABBA/Nina Pretty Ballerina.mid",F,78,Whistle,4,0.22,66,24,2,7.229,1
"ABBA/Nina Pretty Ballerina.mid",F,126,Applause,8,1.00,8,11,3,21.656,3
"ABBA/Nina Pretty Ballerina.mid",F,34,Electric Bass (pick),616,1.00,33,12,6,0.344,177
"ABBA/Nina Pretty Ballerina.mid",F,29,Overdriven Guitar,12,1.00,72,0,1,2.000,10
"ABBA/Nina Pretty Ballerina.mid",F,52,Choir Aahs,12,1.00,60,0,1,1.500,10
